EVENT_YR,EVENT_COUNTY,EVENT_COUNTY_POP,PATIENT_AGE_GROUP,NONPHYS_MENTAL_HEALTH_FLG_CNT,SUICIDAL_AND_SELF_HARM_FLG_CNT,HOMICIDAL_AND_HARM_TO_OTHERS_FLG_FLG_CNT,ETL_RUN_TIMESTAMP
2018,CLINTON,32113,< 18,32,13,56,7/24/2025 9:17
2018,DUBOIS,42568,< 18,87,30,81,7/24/2025 9:17
2018,DUBOIS,42568,60+,1126,25,260,7/24/2025 9:17
2018,CLINTON,32113,60+,446,24,122,7/24/2025 9:17
2020,LAPORTE,112270,< 18,258,123,280,7/24/2025 9:17
2020,CLAY,26427,60+,572,16,257,7/24/2025 9:17
2023,RUSH,16847,< 18,147,70,92,7/24/2025 9:17
2021,SWITZERLAND,9869,60+,79,,46,7/24/2025 9:17
2020,JENNINGS,27580,< 18,91,38,94,7/24/2025 9:17
2018,STEUBEN,34570,60+,268,,145,7/24/2025 9:17
2018,CLAY,26215,< 18,62,24,38,7/24/2025 9:17
2023,CLINTON,32730,< 18,176,88,118,7/24/2025 9:17
2020,CLAY,26427,< 18,75,18,62,7/24/2025 9:17
2021,SWITZERLAND,9869,< 18,,0,,7/24/2025 9:17
2018,STEUBEN,34570,< 18,21,,14,7/24/2025 9:17
2023,MARION,968460,60+,37812,1714,11797,7/24/2025 9:17
2023,MARION,968460,< 18,8221,2820,6730,7/24/2025 9:17
2020,ALLEN,386103,< 18,1299,387,713,7/24/2025 9:17
2017,HAMILTON,323225,60+,2780,92,901,7/24/2025 9:17
2022,MADISON,131383,< 18,928,373,1123,7/24/2025 9:17
2018,TIPPECANOE,193705,< 18,423,136,717,7/24/2025 9:17
2017,STEUBEN,34422,18 to 60,580,88,227,7/24/2025 9:17
2019,RUSH,16605,18 to 60,659,113,470,7/24/2025 9:17
2020,ALLEN,386103,60+,8554,365,2962,7/24/2025 9:17
2022,MADISON,131383,60+,6012,226,2283,7/24/2025 9:17
2023,ORANGE,19638,60+,374,19,77,7/24/2025 9:17
2018,TIPPECANOE,193705,60+,4948,217,1884,7/24/2025 9:17
2021,LAPORTE,112513,18 to 60,4085,1020,2242,7/24/2025 9:17
2017,HAMILTON,323225,< 18,233,55,323,7/24/2025 9:17
2021,FRANKLIN,22889,< 18,30,11,32,7/24/2025 9:17
2019,DUBOIS,42578,18 to 60,1033,138,355,7/24/2025 9:17
2021,WARREN,8449,60+,567,10,303,7/24/2025 9:17
2017,BOONE,65833,< 18,80,21,192,7/24/2025 9:17
2019,WARREN,8262,60+,362,14,89,7/24/2025 9:17
2020,LAWRENCE,45016,18 to 60,1082,205,515,7/24/2025 9:17
2024,MARSHALL,46352,18 to 60,1513,259,720,7/24/2025 9:17
2018,DECATUR,26685,18 to 60,951,171,302,7/24/2025 9:17
2017,RUSH,16642,18 to 60,383,63,386,7/24/2025 9:17
2021,WARREN,8449,< 18,70,34,117,7/24/2025 9:17
2020,WARREN,8423,60+,371,,117,7/24/2025 9:17
2017,BOONE,65833,60+,834,18,274,7/24/2025 9:17
2021,FRANKLIN,22889,60+,218,,191,7/24/2025 9:17
2022,VERMILLION,15433,60+,253,14,146,7/24/2025 9:17
2020,WARREN,8423,< 18,28,15,46,7/24/2025 9:17
2023,CARROLL,20525,60+,114,,72,7/24/2025 9:17
2023,ORANGE,19638,< 18,115,34,53,7/24/2025 9:17
2017,FRANKLIN,22702,60+,88,,86,7/24/2025 9:17
2019,WARREN,8262,< 18,30,,46,7/24/2025 9:17
2021,CARROLL,20525,60+,121,,67,7/24/2025 9:17
2024,SWITZERLAND,10019,18 to 60,96,28,61,7/24/2025 9:17
2023,CARROLL,20525,< 18,14,,10,7/24/2025 9:17
2021,CARROLL,20525,< 18,19,,10,7/24/2025 9:17
2017,FRANKLIN,22702,< 18,,,,7/24/2025 9:17
2022,VERMILLION,15433,< 18,34,14,,7/24/2025 9:17
2019,NOBLE,47907,18 to 60,1604,348,693,7/24/2025 9:17
2020,HENDRICKS,175596,60+,3354,107,1110,7/24/2025 9:17
2024,LAKE,500598,18 to 60,42327,5746,21212,7/24/2025 9:17
2022,ELKHART,206873,60+,4738,155,1741,7/24/2025 9:17
2024,ELKHART,206409,< 18,1102,384,878,7/24/2025 9:17
2024,ELKHART,206409,60+,4740,191,1747,7/24/2025 9:17
2020,FAYETTE,23359,< 18,12,,,7/24/2025 9:17
2024,TIPPECANOE,188792,18 to 60,8098,1976,3938,7/24/2025 9:17
2023,WAYNE,66127,60+,2535,193,613,7/24/2025 9:17
2022,DELAWARE,112163,60+,3387,85,862,7/24/2025 9:17
2017,BLACKFORD,12019,18 to 60,189,32,81,7/24/2025 9:17
2018,BOONE,66999,18 to 60,2576,208,1592,7/24/2025 9:17
2018,BARTHOLOMEW,83062,60+,3308,112,1030,7/24/2025 9:17
2024,BARTHOLOMEW,84003,60+,3358,108,1188,7/24/2025 9:17
2022,DELAWARE,112163,< 18,558,133,301,7/24/2025 9:17
2019,ELKHART,206268,60+,4832,223,1463,7/24/2025 9:17
2020,FAYETTE,23359,60+,482,20,154,7/24/2025 9:17
2021,NOBLE,47392,18 to 60,2151,290,751,7/24/2025 9:17
2022,ELKHART,206873,< 18,1054,410,947,7/24/2025 9:17
2020,ELKHART,206991,60+,4925,210,1779,7/24/2025 9:17
2022,ADAMS,36151,18 to 60,721,110,297,7/24/2025 9:17
2018,PERRY,19100,60+,540,27,223,7/24/2025 9:17
2023,WAYNE,66127,< 18,445,219,350,7/24/2025 9:17
2019,ELKHART,206268,< 18,631,226,600,7/24/2025 9:17
2024,NOBLE,47430,18 to 60,1716,221,616,7/24/2025 9:17
2023,DELAWARE,112321,< 18,792,257,396,7/24/2025 9:17
2019,WAYNE,65943,60+,2817,271,624,7/24/2025 9:17
2020,ELKHART,206991,< 18,650,252,537,7/24/2025 9:17
2021,HUNTINGTON,36788,18 to 60,1794,358,588,7/24/2025 9:17
2019,JAY,20446,18 to 60,556,113,179,7/24/2025 9:17
2020,HENDRICKS,175596,< 18,266,74,307,7/24/2025 9:17
2018,BARTHOLOMEW,83062,< 18,257,71,174,7/24/2025 9:17
2023,ADAMS,36288,18 to 60,874,150,317,7/24/2025 9:17
2019,WAYNE,65943,< 18,195,92,219,7/24/2025 9:17
2023,DELAWARE,112321,60+,3104,128,739,7/24/2025 9:17
2019,FRANKLIN,22763,18 to 60,260,88,144,7/24/2025 9:17
2023,MONTGOMERY,38573,18 to 60,1753,280,1021,7/24/2025 9:17
2017,WAYNE,66307,60+,837,56,297,7/24/2025 9:17
2024,WARREN,8518,18 to 60,497,69,327,7/24/2025 9:17
2024,BARTHOLOMEW,84003,< 18,600,179,410,7/24/2025 9:17
2022,RANDOLPH,24350,18 to 60,964,117,710,7/24/2025 9:17
2018,PERRY,19100,< 18,137,40,76,7/24/2025 9:17
2017,WAYNE,66307,< 18,20,,19,7/24/2025 9:17
2021,FLOYD,80595,60+,7984,404,1939,7/24/2025 9:17
2021,FLOYD,80595,< 18,2558,130,634,7/24/2025 9:17
2019,MORGAN,70403,< 18,225,85,455,7/24/2025 9:17
2019,FLOYD,78601,< 18,166,37,301,7/24/2025 9:17
2023,PERRY,19209,18 to 60,721,105,308,7/24/2025 9:17
2019,SHELBY,44771,18 to 60,1659,439,701,7/24/2025 9:17
2024,DEKALB,44198,18 to 60,1581,185,641,7/24/2025 9:17
2024,FAYETTE,23362,18 to 60,1057,220,526,7/24/2025 9:17
2018,SHELBY,44535,18 to 60,1352,322,653,7/24/2025 9:17
2023,MORGAN,73227,60+,2360,85,901,7/24/2025 9:17
2020,FLOYD,80519,< 18,891,90,343,7/24/2025 9:17
2019,MORGAN,70403,60+,1949,128,910,7/24/2025 9:17
2019,PERRY,19184,18 to 60,1100,139,335,7/24/2025 9:17
2022,FLOYD,80621,60+,8884,287,2280,7/24/2025 9:17
2020,FLOYD,80519,60+,6732,373,1566,7/24/2025 9:17
2021,WAYNE,66435,18 to 60,3931,1167,1747,7/24/2025 9:17
2022,FLOYD,80621,< 18,3404,109,914,7/24/2025 9:17
2017,CLARK,116648,60+,917,20,162,7/24/2025 9:17
2017,ST JOSEPH,270219,18 to 60,7294,1251,1918,7/24/2025 9:17
2023,MORGAN,73227,< 18,438,160,561,7/24/2025 9:17
2022,PERRY,19207,18 to 60,649,99,319,7/24/2025 9:17
2018,FLOYD,77870,60+,4667,65,267,7/24/2025 9:17
2019,FLOYD,78601,60+,3994,172,765,7/24/2025 9:17
2020,DEARBORN,50750,60+,1019,36,384,7/24/2025 9:17
2017,CLARK,116648,< 18,32,10,113,7/24/2025 9:17
2018,FLOYD,77870,< 18,104,14,148,7/24/2025 9:17
2021,TIPTON,15394,18 to 60,231,24,115,7/24/2025 9:17
2020,DEARBORN,50750,< 18,140,36,166,7/24/2025 9:17
2021,PIKE,12170,18 to 60,115,32,101,7/24/2025 9:17
2019,SWITZERLAND,10815,18 to 60,64,,36,7/24/2025 9:17
2017,LAKE,484834,60+,15311,814,3827,7/24/2025 9:17
2017,VANDERBURGH,181031,< 18,298,98,408,7/24/2025 9:17
2017,JOHNSON,153879,18 to 60,1668,428,676,7/24/2025 9:17
2017,LAPORTE,109958,18 to 60,3970,889,1889,7/24/2025 9:17
2022,KOSCIUSKO,80564,< 18,384,141,235,7/24/2025 9:17
2022,WHITLEY,34577,60+,1015,46,413,7/24/2025 9:17
2017,LAKE,484834,< 18,1364,441,1938,7/24/2025 9:17
2020,KOSCIUSKO,80141,60+,1700,57,516,7/24/2025 9:17
2019,MADISON,129416,60+,3553,181,871,7/24/2025 9:17
2017,VANDERBURGH,181031,60+,4569,440,2148,7/24/2025 9:17
2022,KOSCIUSKO,80564,60+,1386,41,535,7/24/2025 9:17
2023,DECATUR,26399,18 to 60,952,156,445,7/24/2025 9:17
2023,WELLS,28555,60+,407,17,182,7/24/2025 9:17
2022,WHITE,24660,18 to 60,421,59,240,7/24/2025 9:17
2019,MADISON,129416,< 18,419,155,323,7/24/2025 9:17
2024,GIBSON,32904,60+,662,29,494,7/24/2025 9:17
2022,WHITLEY,34577,< 18,216,66,174,7/24/2025 9:17
2024,GIBSON,32904,< 18,158,64,177,7/24/2025 9:17
2022,BROWN,15587,60+,94,,45,7/24/2025 9:17
2020,JEFFERSON,33100,60+,1144,30,560,7/24/2025 9:17
2023,WELLS,28555,< 18,57,21,61,7/24/2025 9:17
2020,KOSCIUSKO,80141,< 18,252,78,120,7/24/2025 9:17
2020,JEFFERSON,33100,< 18,190,105,274,7/24/2025 9:17
2021,BENTON,8686,60+,96,,55,7/24/2025 9:17
2022,MARTIN,9827,60+,88,,53,7/24/2025 9:17
2019,WELLS,28131,60+,139,,75,7/24/2025 9:17
2024,NEWTON,13960,60+,104,,44,7/24/2025 9:17
2017,UNION,7199,18 to 60,,,,7/24/2025 9:17
2022,BROWN,15587,< 18,,,,7/24/2025 9:17
2024,NEWTON,13960,< 18,12,,,7/24/2025 9:17
2021,BENTON,8686,< 18,17,,12,7/24/2025 9:17
2019,WELLS,28131,< 18,,0,,7/24/2025 9:17
2022,MARTIN,9827,< 18,14,,,7/24/2025 9:17
2018,MADISON,129509,18 to 60,4692,967,1393,7/24/2025 9:17
2017,FULTON,20022,60+,364,,130,7/24/2025 9:17
2021,WHITLEY,34470,18 to 60,1402,246,560,7/24/2025 9:17
2022,TIPPECANOE,188237,18 to 60,7818,1638,3797,7/24/2025 9:17
2024,STEUBEN,34917,60+,1098,76,406,7/24/2025 9:17
2019,MONROE,148178,18 to 60,4069,731,1426,7/24/2025 9:17
2024,JEFFERSON,33056,18 to 60,1612,274,1235,7/24/2025 9:17
2024,TIPTON,15256,< 18,57,12,45,7/24/2025 9:17
2021,FULTON,20412,60+,972,24,260,7/24/2025 9:17
2021,DAVIESS,33396,60+,787,28,282,7/24/2025 9:17
2024,STEUBEN,34917,< 18,218,60,233,7/24/2025 9:17
2021,FULTON,20412,< 18,104,34,61,7/24/2025 9:17
2019,KOSCIUSKO,79438,18 to 60,1607,335,709,7/24/2025 9:17
2017,FULTON,20022,< 18,29,12,58,7/24/2025 9:17
2022,WELLS,28298,18 to 60,492,91,236,7/24/2025 9:17
2024,JACKSON,46460,60+,2090,42,806,7/24/2025 9:17
2024,DUBOIS,43546,60+,2148,58,577,7/24/2025 9:17
2024,DUBOIS,43546,< 18,419,135,176,7/24/2025 9:17
2022,MIAMI,35546,18 to 60,526,66,328,7/24/2025 9:17
2024,JACKSON,46460,< 18,573,130,527,7/24/2025 9:17
2021,DAVIESS,33396,< 18,132,46,76,7/24/2025 9:17
2024,TIPTON,15256,60+,405,10,100,7/24/2025 9:17
2021,PARKE,16486,60+,138,,74,7/24/2025 9:17
2024,MARTIN,9897,18 to 60,114,23,99,7/24/2025 9:17
2018,TIPTON,15100,60+,221,,64,7/24/2025 9:17
2024,SPENCER,19910,60+,250,10,131,7/24/2025 9:17
2024,PARKE,16484,60+,192,,139,7/24/2025 9:17
2018,TIPTON,15100,< 18,15,,24,7/24/2025 9:17
2024,OHIO,6004,18 to 60,48,,45,7/24/2025 9:17
2018,MARTIN,10204,18 to 60,40,,30,7/24/2025 9:17
2021,PARKE,16486,< 18,13,,11,7/24/2025 9:17
2024,BROWN,15653,18 to 60,55,,27,7/24/2025 9:17
2021,SPENCER,19841,60+,201,,133,7/24/2025 9:17
2019,OHIO,5908,18 to 60,32,,25,7/24/2025 9:17
2021,SPENCER,19841,< 18,27,,27,7/24/2025 9:17
2024,SPENCER,19910,< 18,29,,23,7/24/2025 9:17
2024,PARKE,16484,< 18,17,,23,7/24/2025 9:17
