EVENT_EMS_DISTRICT,EVENT_EMS_DISTRICT_POP,EVENT_YR,PATIENT_GENDER,PATIENT_RACE,PATIENT_AGE_GROUP,EVENT_FLAG_TYPE,DISTRICT_EVENT_FLAG_TYPE_CNT,ETL_RUN_TIMESTAMP
4,375816,2022,Female,Unknown,25 to 34,Self-Harm Violence Events,0,7/24/2025 9:12
3,760531,2022,Female,Unknown,35 to 44,Non-violence Mental Health Events,0,7/24/2025 9:12
4,375816,2022,Female,Unknown,35 to 44,Non-violence Mental Health Events,0,7/24/2025 9:12
3,760531,2022,Female,Unknown,35 to 44,Self-Harm Violence Events,0,7/24/2025 9:12
4,375816,2022,Female,Unknown,35 to 44,Self-Harm Violence Events,0,7/24/2025 9:12
3,760531,2022,Female,Unknown,45 to 54,Non-violence Mental Health Events,0,7/24/2025 9:12
3,760531,2022,Female,Unknown,45 to 54,Self-Harm Violence Events,0,7/24/2025 9:12
4,375816,2022,Female,Unknown,45 to 54,Self-Harm Violence Events,0,7/24/2025 9:12
3,760531,2022,Female,Unknown,55 to 64,Non-violence Mental Health Events,0,7/24/2025 9:12
4,375816,2022,Female,Unknown,55 to 64,Non-violence Mental Health Events,0,7/24/2025 9:12
3,760531,2022,Female,Unknown,55 to 64,Self-Harm Violence Events,0,7/24/2025 9:12
4,375816,2022,Female,Unknown,55 to 64,Self-Harm Violence Events,0,7/24/2025 9:12
3,760531,2022,Female,Unknown,65 to 74,Non-violence Mental Health Events,0,7/24/2025 9:12
4,375816,2022,Female,Unknown,65 to 74,Non-violence Mental Health Events,0,7/24/2025 9:12
3,760531,2022,Female,Unknown,65 to 74,Self-Harm Violence Events,0,7/24/2025 9:12
4,375816,2022,Female,Unknown,65 to 74,Self-Harm Violence Events,0,7/24/2025 9:12
3,760531,2022,Female,Unknown,75 to 84,Non-violence Mental Health Events,0,7/24/2025 9:12
4,375816,2022,Female,Unknown,75 to 84,Non-violence Mental Health Events,0,7/24/2025 9:12
3,760531,2022,Female,Unknown,75 to 84,Self-Harm Violence Events,0,7/24/2025 9:12
4,375816,2022,Female,Unknown,75 to 84,Self-Harm Violence Events,0,7/24/2025 9:12
3,760531,2022,Female,Unknown,85+,Non-violence Mental Health Events,0,7/24/2025 9:12
4,375816,2022,Female,Unknown,85+,Non-violence Mental Health Events,0,7/24/2025 9:12
3,760531,2022,Female,Unknown,85+,Self-Harm Violence Events,0,7/24/2025 9:12
4,375816,2022,Female,Unknown,85+,Self-Harm Violence Events,0,7/24/2025 9:12
4,377181,2023,Male,Black or African American,55 to 64,Self-Harm Violence Events,0,7/24/2025 9:12
4,377181,2023,Male,Black or African American,75 to 84,Self-Harm Violence Events,0,7/24/2025 9:12
3,764435,2023,Male,Black or African American,85+,Self-Harm Violence Events,0,7/24/2025 9:12
4,377181,2023,Male,Black or African American,85+,Self-Harm Violence Events,0,7/24/2025 9:12
2,661922,2023,Male,Black or African American,85+,Self-Harm Violence Events,0,7/24/2025 9:12
2,661922,2023,Male,Hispanic or Latino or Spanish Origin,18 to 24,Self-Harm Violence Events,0,7/24/2025 9:12
3,764435,2023,Male,Hispanic or Latino or Spanish Origin,25 to 34,Self-Harm Violence Events,0,7/24/2025 9:12
4,377181,2023,Male,Hispanic or Latino or Spanish Origin,25 to 34,Self-Harm Violence Events,0,7/24/2025 9:12
3,764435,2023,Male,Hispanic or Latino or Spanish Origin,35 to 44,Self-Harm Violence Events,0,7/24/2025 9:12
2,661922,2023,Male,Hispanic or Latino or Spanish Origin,35 to 44,Self-Harm Violence Events,0,7/24/2025 9:12
2,661922,2023,Male,Hispanic or Latino or Spanish Origin,45 to 54,Self-Harm Violence Events,0,7/24/2025 9:12
4,377181,2023,Male,Hispanic or Latino or Spanish Origin,55 to 64,Self-Harm Violence Events,0,7/24/2025 9:12
2,661922,2023,Male,Hispanic or Latino or Spanish Origin,55 to 64,Self-Harm Violence Events,0,7/24/2025 9:12
4,377181,2023,Male,Hispanic or Latino or Spanish Origin,65 to 74,Non-violence Mental Health Events,0,7/24/2025 9:12
3,764435,2023,Male,Hispanic or Latino or Spanish Origin,65 to 74,Self-Harm Violence Events,0,7/24/2025 9:12
4,377181,2023,Male,Hispanic or Latino or Spanish Origin,65 to 74,Self-Harm Violence Events,0,7/24/2025 9:12
2,661922,2023,Male,Hispanic or Latino or Spanish Origin,65 to 74,Self-Harm Violence Events,0,7/24/2025 9:12
3,764435,2023,Male,Hispanic or Latino or Spanish Origin,75 to 84,Non-violence Mental Health Events,0,7/24/2025 9:12
4,377181,2023,Male,Hispanic or Latino or Spanish Origin,75 to 84,Non-violence Mental Health Events,0,7/24/2025 9:12
2,661922,2023,Male,Hispanic or Latino or Spanish Origin,75 to 84,Non-violence Mental Health Events,0,7/24/2025 9:12
3,764435,2023,Male,Hispanic or Latino or Spanish Origin,75 to 84,Self-Harm Violence Events,0,7/24/2025 9:12
4,377181,2023,Male,Hispanic or Latino or Spanish Origin,75 to 84,Self-Harm Violence Events,0,7/24/2025 9:12
2,661922,2023,Male,Hispanic or Latino or Spanish Origin,75 to 84,Self-Harm Violence Events,0,7/24/2025 9:12
3,764435,2023,Male,Hispanic or Latino or Spanish Origin,85+,Non-violence Mental Health Events,0,7/24/2025 9:12
4,377181,2023,Male,Hispanic or Latino or Spanish Origin,85+,Non-violence Mental Health Events,0,7/24/2025 9:12
3,764435,2023,Male,Hispanic or Latino or Spanish Origin,85+,Self-Harm Violence Events,0,7/24/2025 9:12
4,377181,2023,Male,Hispanic or Latino or Spanish Origin,85+,Self-Harm Violence Events,0,7/24/2025 9:12
2,661922,2023,Male,Hispanic or Latino or Spanish Origin,85+,Self-Harm Violence Events,0,7/24/2025 9:12
4,377181,2023,Male,Other Race,85+,Self-Harm Violence Events,0,7/24/2025 9:12
3,764435,2023,Male,Unknown,0 to 17,Non-violence Mental Health Events,0,7/24/2025 9:12
2,661922,2023,Male,Unknown,0 to 17,Non-violence Mental Health Events,0,7/24/2025 9:12
3,764435,2023,Male,Unknown,0 to 17,Self-Harm Violence Events,0,7/24/2025 9:12
2,661922,2023,Male,Unknown,0 to 17,Self-Harm Violence Events,0,7/24/2025 9:12
3,764435,2023,Male,Unknown,18 to 24,Non-violence Mental Health Events,0,7/24/2025 9:12
2,661922,2023,Male,Unknown,18 to 24,Non-violence Mental Health Events,0,7/24/2025 9:12
3,764435,2023,Male,Unknown,18 to 24,Self-Harm Violence Events,0,7/24/2025 9:12
2,661922,2023,Male,Unknown,18 to 24,Self-Harm Violence Events,0,7/24/2025 9:12
3,764435,2023,Male,Unknown,25 to 34,Non-violence Mental Health Events,0,7/24/2025 9:12
2,661922,2023,Male,Unknown,25 to 34,Non-violence Mental Health Events,0,7/24/2025 9:12
3,764435,2023,Male,Unknown,25 to 34,Self-Harm Violence Events,0,7/24/2025 9:12
4,377181,2023,Male,Unknown,25 to 34,Self-Harm Violence Events,0,7/24/2025 9:12
2,661922,2023,Male,Unknown,25 to 34,Self-Harm Violence Events,0,7/24/2025 9:12
3,764435,2023,Male,Unknown,35 to 44,Non-violence Mental Health Events,0,7/24/2025 9:12
2,661922,2023,Male,Unknown,35 to 44,Non-violence Mental Health Events,0,7/24/2025 9:12
3,764435,2023,Male,Unknown,35 to 44,Self-Harm Violence Events,0,7/24/2025 9:12
4,377181,2023,Male,Unknown,35 to 44,Self-Harm Violence Events,0,7/24/2025 9:12
2,661922,2023,Male,Unknown,35 to 44,Self-Harm Violence Events,0,7/24/2025 9:12
3,764435,2023,Male,Unknown,45 to 54,Non-violence Mental Health Events,0,7/24/2025 9:12
2,661922,2023,Male,Unknown,45 to 54,Non-violence Mental Health Events,0,7/24/2025 9:12
3,764435,2023,Male,Unknown,45 to 54,Self-Harm Violence Events,0,7/24/2025 9:12
4,377181,2023,Male,Unknown,45 to 54,Self-Harm Violence Events,0,7/24/2025 9:12
2,661922,2023,Male,Unknown,45 to 54,Self-Harm Violence Events,0,7/24/2025 9:12
3,764435,2023,Male,Unknown,55 to 64,Non-violence Mental Health Events,0,7/24/2025 9:12
2,661922,2023,Male,Unknown,55 to 64,Non-violence Mental Health Events,0,7/24/2025 9:12
3,764435,2023,Male,Unknown,55 to 64,Self-Harm Violence Events,0,7/24/2025 9:12
4,377181,2023,Male,Unknown,55 to 64,Self-Harm Violence Events,0,7/24/2025 9:12
2,661922,2023,Male,Unknown,55 to 64,Self-Harm Violence Events,0,7/24/2025 9:12
3,764435,2023,Male,Unknown,65 to 74,Non-violence Mental Health Events,0,7/24/2025 9:12
2,661922,2023,Male,Unknown,65 to 74,Non-violence Mental Health Events,0,7/24/2025 9:12
3,764435,2023,Male,Unknown,65 to 74,Self-Harm Violence Events,0,7/24/2025 9:12
4,377181,2023,Male,Unknown,65 to 74,Self-Harm Violence Events,0,7/24/2025 9:12
2,661922,2023,Male,Unknown,65 to 74,Self-Harm Violence Events,0,7/24/2025 9:12
3,764435,2023,Male,Unknown,75 to 84,Non-violence Mental Health Events,0,7/24/2025 9:12
2,661922,2023,Male,Unknown,75 to 84,Non-violence Mental Health Events,0,7/24/2025 9:12
3,764435,2023,Male,Unknown,75 to 84,Self-Harm Violence Events,0,7/24/2025 9:12
4,377181,2023,Male,Unknown,75 to 84,Self-Harm Violence Events,0,7/24/2025 9:12
2,661922,2023,Male,Unknown,75 to 84,Self-Harm Violence Events,0,7/24/2025 9:12
3,764435,2023,Male,Unknown,85+,Non-violence Mental Health Events,0,7/24/2025 9:12
2,661922,2023,Male,Unknown,85+,Non-violence Mental Health Events,0,7/24/2025 9:12
3,764435,2023,Male,Unknown,85+,Self-Harm Violence Events,0,7/24/2025 9:12
4,377181,2023,Male,Unknown,85+,Self-Harm Violence Events,0,7/24/2025 9:12
2,661922,2023,Male,Unknown,85+,Self-Harm Violence Events,0,7/24/2025 9:12
4,377181,2023,Female,Black or African American,65 to 74,Self-Harm Violence Events,0,7/24/2025 9:12
3,764435,2023,Female,Black or African American,75 to 84,Self-Harm Violence Events,0,7/24/2025 9:12
2,661922,2023,Female,Black or African American,75 to 84,Self-Harm Violence Events,0,7/24/2025 9:12
3,764435,2023,Female,Black or African American,85+,Self-Harm Violence Events,0,7/24/2025 9:12
4,377181,2023,Female,Black or African American,85+,Self-Harm Violence Events,0,7/24/2025 9:12
2,661922,2023,Female,Black or African American,85+,Self-Harm Violence Events,0,7/24/2025 9:12
3,764435,2023,Female,Hispanic or Latino or Spanish Origin,18 to 24,Self-Harm Violence Events,0,7/24/2025 9:12
3,764435,2023,Female,Hispanic or Latino or Spanish Origin,25 to 34,Self-Harm Violence Events,0,7/24/2025 9:12
4,377181,2023,Female,Hispanic or Latino or Spanish Origin,25 to 34,Self-Harm Violence Events,0,7/24/2025 9:12
3,764435,2023,Female,Hispanic or Latino or Spanish Origin,35 to 44,Self-Harm Violence Events,0,7/24/2025 9:12
4,377181,2023,Female,Hispanic or Latino or Spanish Origin,45 to 54,Self-Harm Violence Events,0,7/24/2025 9:12
2,661922,2023,Female,Hispanic or Latino or Spanish Origin,45 to 54,Self-Harm Violence Events,0,7/24/2025 9:12
2,661922,2023,Female,Hispanic or Latino or Spanish Origin,55 to 64,Non-violence Mental Health Events,0,7/24/2025 9:12
3,764435,2023,Female,Hispanic or Latino or Spanish Origin,55 to 64,Self-Harm Violence Events,0,7/24/2025 9:12
4,377181,2023,Female,Hispanic or Latino or Spanish Origin,55 to 64,Self-Harm Violence Events,0,7/24/2025 9:12
2,661922,2023,Female,Hispanic or Latino or Spanish Origin,55 to 64,Self-Harm Violence Events,0,7/24/2025 9:12
3,764435,2023,Female,Hispanic or Latino or Spanish Origin,65 to 74,Non-violence Mental Health Events,0,7/24/2025 9:12
2,661922,2023,Female,Hispanic or Latino or Spanish Origin,65 to 74,Non-violence Mental Health Events,0,7/24/2025 9:12
3,764435,2023,Female,Hispanic or Latino or Spanish Origin,65 to 74,Self-Harm Violence Events,0,7/24/2025 9:12
4,377181,2023,Female,Hispanic or Latino or Spanish Origin,65 to 74,Self-Harm Violence Events,0,7/24/2025 9:12
5,1847074,2017,Male,Black or African American,55 to 64,Harm-to-Others Violence Events,264,7/24/2025 9:12
1,810835,2017,Male,Black or African American,55 to 64,Harm-to-Others Violence Events,216,7/24/2025 9:12
5,1847074,2017,Male,Black or African American,65 to 74,Non-violence Mental Health Events,346,7/24/2025 9:12
1,810835,2017,Male,Black or African American,65 to 74,Non-violence Mental Health Events,352,7/24/2025 9:12
5,1847074,2017,Male,Black or African American,65 to 74,Self-Harm Violence Events,30,7/24/2025 9:12
1,810835,2017,Male,Black or African American,65 to 74,Self-Harm Violence Events,31,7/24/2025 9:12
5,1847074,2017,Male,Black or African American,65 to 74,Harm-to-Others Violence Events,120,7/24/2025 9:12
1,810835,2017,Male,Black or African American,65 to 74,Harm-to-Others Violence Events,113,7/24/2025 9:12
5,1847074,2017,Male,Black or African American,75 to 84,Non-violence Mental Health Events,209,7/24/2025 9:12
1,810835,2017,Male,Black or African American,75 to 84,Non-violence Mental Health Events,233,7/24/2025 9:12
5,1847074,2017,Male,Black or African American,75 to 84,Self-Harm Violence Events,,7/24/2025 9:12
1,810835,2017,Male,Black or African American,75 to 84,Self-Harm Violence Events,10,7/24/2025 9:12
5,1847074,2017,Male,Black or African American,75 to 84,Harm-to-Others Violence Events,38,7/24/2025 9:12
1,810835,2017,Male,Black or African American,75 to 84,Harm-to-Others Violence Events,60,7/24/2025 9:12
5,1847074,2017,Male,Black or African American,85+,Non-violence Mental Health Events,91,7/24/2025 9:12
1,810835,2017,Male,Black or African American,85+,Non-violence Mental Health Events,153,7/24/2025 9:12
5,1847074,2017,Male,Black or African American,85+,Self-Harm Violence Events,,7/24/2025 9:12
1,810835,2017,Male,Black or African American,85+,Self-Harm Violence Events,,7/24/2025 9:12
5,1847074,2017,Male,Black or African American,85+,Harm-to-Others Violence Events,,7/24/2025 9:12
1,810835,2017,Male,Black or African American,85+,Harm-to-Others Violence Events,30,7/24/2025 9:12
5,1847074,2017,Male,White,0 to 17,Non-violence Mental Health Events,783,7/24/2025 9:12
1,810835,2017,Male,White,0 to 17,Non-violence Mental Health Events,337,7/24/2025 9:12
5,1847074,2017,Male,White,0 to 17,Self-Harm Violence Events,263,7/24/2025 9:12
1,810835,2017,Male,White,0 to 17,Self-Harm Violence Events,122,7/24/2025 9:12
5,1847074,2017,Male,White,0 to 17,Harm-to-Others Violence Events,1171,7/24/2025 9:12
1,810835,2017,Male,White,0 to 17,Harm-to-Others Violence Events,324,7/24/2025 9:12
5,1847074,2017,Male,White,18 to 24,Non-violence Mental Health Events,1447,7/24/2025 9:12
1,810835,2017,Male,White,18 to 24,Non-violence Mental Health Events,523,7/24/2025 9:12
5,1847074,2017,Male,White,18 to 24,Self-Harm Violence Events,600,7/24/2025 9:12
1,810835,2017,Male,White,18 to 24,Self-Harm Violence Events,208,7/24/2025 9:12
5,1847074,2017,Male,White,18 to 24,Harm-to-Others Violence Events,828,7/24/2025 9:12
1,810835,2017,Male,White,18 to 24,Harm-to-Others Violence Events,233,7/24/2025 9:12
5,1847074,2017,Male,White,25 to 34,Non-violence Mental Health Events,2821,7/24/2025 9:12
1,810835,2017,Male,White,25 to 34,Non-violence Mental Health Events,784,7/24/2025 9:12
5,1847074,2017,Male,White,25 to 34,Self-Harm Violence Events,1096,7/24/2025 9:12
1,810835,2017,Male,White,25 to 34,Self-Harm Violence Events,299,7/24/2025 9:12
5,1847074,2017,Male,White,25 to 34,Harm-to-Others Violence Events,1535,7/24/2025 9:12
1,810835,2017,Male,White,25 to 34,Harm-to-Others Violence Events,321,7/24/2025 9:12
5,1847074,2017,Male,White,35 to 44,Non-violence Mental Health Events,2629,7/24/2025 9:12
5,1847074,2017,Male,White,35 to 44,Self-Harm Violence Events,871,7/24/2025 9:12
5,1847074,2017,Male,White,35 to 44,Harm-to-Others Violence Events,1395,7/24/2025 9:12
5,1847074,2017,Male,White,45 to 54,Non-violence Mental Health Events,2706,7/24/2025 9:12
5,1847074,2017,Male,White,45 to 54,Self-Harm Violence Events,732,7/24/2025 9:12
5,1847074,2017,Male,White,45 to 54,Harm-to-Others Violence Events,1242,7/24/2025 9:12
5,1847074,2017,Male,White,55 to 64,Non-violence Mental Health Events,3152,7/24/2025 9:12
5,1847074,2017,Male,White,55 to 64,Self-Harm Violence Events,466,7/24/2025 9:12
